x	y	z	U	V	W	Ro	P	
0.136351	0.411545	1.342	-0.0232562	0.0547799	-0.00188397	2235.19	6175.97	
0.136309	0.411547	1.37624	-0.025343	0.054903	-0.000128517	2237.99	6189.93	
0.136389	0.411539	1.41053	-0.0213587	0.0544982	0.0038465	2227.92	6139.6	
0.102074	0.306617	1.44722	-0.0269041	-0.0610069	0.128178	2146.51	5732.56	
0.10501	0.307408	1.49248	0.119871	-0.021413	0.681241	1788.96	3944.8	
0.101764	0.341043	1.44694	-0.0424137	-0.0498839	0.114308	2148.66	5743.29	
0.104884	0.341687	1.49248	0.113582	-0.0176769	0.681358	1789.26	3946.3	
0.101802	0.375448	1.44669	-0.0404915	-0.0398672	0.101848	2148.35	5741.77	
0.104733	0.375717	1.49244	0.106025	-0.0264107	0.679131	1794.7	3973.5	
0.101582	0.410598	1.44624	-0.0515022	0.00747565	0.0794617	2445.11	7225.57	
0.104003	0.408544	1.48971	0.0695366	-0.0952627	0.542855	2149.15	5745.73	
0.136064	0.306811	1.44876	-0.0376208	-0.0512679	0.205212	1746.32	3731.59	
0.138432	0.307543	1.49394	0.0807706	-0.0146851	0.754345	1370.89	1854.43	
0.135935	0.340988	1.44866	-0.0440672	-0.0526221	0.200174	1747.46	3737.3	
0.138338	0.341672	1.49393	0.0760863	-0.018428	0.753787	1373.46	1867.29	
0.135729	0.375122	1.44827	-0.05439	-0.0561576	0.180628	1752.79	3763.94	
0.138118	0.375163	1.49385	0.0650724	-0.0540929	0.749425	1381.87	1909.35	
0.135812	0.409897	1.44712	-0.050192	-0.0275962	0.123551	2126.35	5631.73	
0.137236	0.407935	1.49148	0.0209754	-0.12571	0.630925	1790.16	3950.78	
0.253179	0.105678	0.988779	0.68754	0.153299	0.688938	1885.42	4427.09	
0.253377	0.136954	0.989643	0.697402	0.00688519	0.732171	1486.46	2432.31	
0.275186	0.104033	0.959335	0.0776595	0.0710451	0.466728	2195.1	5975.52	
0.276158	0.137233	0.960813	0.12625	0.0208305	0.540653	1843.67	4218.35	
0.17173	0.101692	1.00629	0.0354968	-0.0460077	0.314563	2382.62	6913.1	
0.17303	0.101589	1.03632	0.100491	-0.0511592	0.10594	2197.44	5987.2	
